"MYE4: Population estimates: Summary for the UK, mid-2001 to mid-2020",,,,,,,,,,,,,,,,,,,,,,
E07000093,Test Valley,Non-metropolitan District,127163,126160,125169,123957,122823,121352,119835,118805,117341,116698,115814,115251,115101,114433,113530,112811,112049,111271,110387,109965
E07000094,Winchester,Non-metropolitan District,125925,124859,124295,123879,123100,121734,120290,119037,118074,116820,115789,114505,113267,111820,110628,109947,109179,108515,107844,107264
E10000016,Kent,County,1589057,1581555,1568623,1554636,1540438,1523100,1509301,1493114,1480151,1466466,1451905,1435269,1423308,1407791,1389634,1375217,1361384,1349046,1338968,1331194
E07000105,Ashford,Non-metropolitan District,131018,130032,129281,127527,125871,124047,123159,121684,120128,118405,116975,115694,114556,113286,111459,109409,107264,105636,104377,103024
E07000106,Canterbury,Non-metropolitan District,166762,165394,164553,164100,162502,159663,157044,154941,153223,150600,148653,146396,146073,145197,143490,141918,140578,138608,136483,135381
E07000107,Dartford,Non-metropolitan District,114051,112606,109709,107516,105117,103531,102010,100399,98851,97604,96337,95266,93946,92242,91174,89990,88277,87011,86403,85956
E07000108,Dover,Non-metropolitan District,118514,118131,116969,115803,114572,113446,113292,112490,111798,111718,111072,110061,109848,109041,107904,107475,106878,105784,104883,104646
E07000112,Folkestone and Hythe,Non-metropolitan District,113320,112996,112578,111427,111024,109838,109324,108767,108611,108199,106962,105716,104782,103902,102469,101509,99949,98540,97205,96345
E07000109,Gravesham,Non-metropolitan District,106890,106939,106385,106121,106215,105715,104802,103383,102559,101766,101076,100188,99394,98496,97574,96884,95907,95569,95448,95791
E07000110,Maidstone,Non-metropolitan District,173132,171826,169955,167730,165719,164019,161510,159230,157368,155764,153739,151594,149723,147741,145307,143353,142242,141246,140338,139116
E07000111,Sevenoaks,Non-metropolitan District,121387,120750,120293,119429,119011,118165,117625,116889,116306,115351,114509,113754,113298,113132,112500,111266,110045,109280,109105,109242
E07000113,Swale,Non-metropolitan District,151015,150082,148519,146694,144917,142465,140901,139274,137794,136324,134980,133030,131720,129721,127568,126516,125890,125348,124172,123123
E07000114,Thanet,Non-metropolitan District,141458,141922,141819,141337,140828,139822,138526,136792,135687,134402,133508,132337,131750,130637,129601,129301,128782,128140,127675,126750
E07000115,Tonbridge and Malling,Non-metropolitan District,132571,132153,130508,128891,127305,125779,124583,123171,122030,121087,120054,118459,116967,115469,113536,111719,110441,109494,108673,107771
E07000116,Tunbridge Wells,Non-metropolitan District,118939,118724,118054,118061,117357,116610,116525,116094,115796,115246,114040,112774,111251,108927,107052,105877,105131,104390,104206,104049
E10000025,Oxfordshire,County,696880,691667,687524,682444,678484,673590,669377,663998,660009,654791,648688,643095,638784,635094,630873,627568,620412,616031,609491,607277
E07000177,Cherwell,Non-metropolitan District,151846,150503,149161,147602,146635,145554,144520,143822,142936,142252,141337,140301,139440,138120,137159,135876,134947,133977,132586,131988
E07000178,Oxford,Non-metropolitan District,151584,152457,154327,154582,155292,154716,154664,152406,151477,150245,147907,145478,144433,144188,144513,145383,141593,139917,136625,135509
E07000179,South Oxfordshire,Non-metropolitan District,143782,142057,140504,139767,139156,138177,137477,136328,135722,134961,133915,133466,132611,131626,130676,130050,129359,128920,128754,128307
E07000180,Vale of White Horse,Non-metropolitan District,137910,136007,133732,131227,128653,126534,124621,123497,122710,121891,120823,120026,119284,118994,118209,117390,116475,116134,115565,115772
E07000181,West Oxfordshire,Non-metropolitan District,111758,110643,109800,109266,108748,108609,108095,107945,107164,105442,104706,103824,103016,102166,100316,98869,98038,97083,95961,95701
E10000030,Surrey,County,1199870,1196236,1189934,1185321,1180956,1172382,1164095,1154136,1144046,1135367,1125804,1113665,1104242,1095639,1082841,1071781,1065142,1062774,1059472,1060163
E07000207,Elmbridge,Non-metropolitan District,137215,136795,136626,136379,136085,135398,134833,133499,132184,131428,130937,129991,129908,129756,128763,127286,125677,124990,123784,122709
E07000208,Epsom and Ewell,Non-metropolitan District,81003,80627,79928,79451,78999,78459,77988,76906,75839,75191,74278,73106,72514,71337,70028,69172,68386,67738,67554,67077
E07000209,Guildford,Non-metropolitan District,150352,148998,147889,147777,146845,145056,142551,140657,139338,137580,135547,133584,132401,131656,130673,129043,128575,128763,129297,129774
E07000210,Mole Valley,Non-metropolitan District,87547,87245,87253,87128,87258,86978,86871,86761,86096,85637,85413,84732,84256,83219,82319,81808,81498,81233,80498,80283
E07000211,Reigate and Banstead,Non-metropolitan District,149243,148748,147757,146383,145284,143794,142858,140928,139772,138375,136741,134934,132857,131224,129190,127760,127222,126665,126272,126661
E07000212,Runnymede,Non-metropolitan District,90327,89424,88000,86882,86370,84992,83906,83094,81878,80501,80283,79373,78694,78330,77169,77018,76948,77550,77649,78053
E07000213,Spelthorne,Non-metropolitan District,99873,99844,99334,99120,98869,98419,97941,97371,96737,95852,94848,94001,93182,92425,91512,90571,90127,90225,90292,90404
E07000214,Surrey Heath,Non-metropolitan District,89204,89305,88874,88765,88705,88385,87814,87134,86700,86378,85843,85142,84345,84214,83284,82321,81631,80938,80358,80309
E07000215,Tandridge,Non-metropolitan District,88542,88129,87496,87297,86527,85914,85340,84616,83642,83178,82756,82099,81543,80983,80027,79373,79050,79002,78906,79332
E07000216,Waverley,Non-metropolitan District,126556,126328,125610,125010,124593,124011,123359,122783,122081,121754,120957,120106,119012,118098,117038,116357,116230,116024,115573,115668
E07000217,Woking,Non-metropolitan District,100008,100793,101167,101129,101421,100976,100634,100387,99779,99493,98201,96597,95530,94397,92838,91072,89798,89646,89289,89893
E10000032,West Sussex,County,867635,863980,858852,852353,846888,838525,830512,822940,815960,808919,803154,796039,790978,784283,777402,770798,765987,760883,757263,754976
E07000223,Adur,Non-metropolitan District,64187,64301,63869,63721,63621,63526,63266,62605,61970,61334,61216,61023,60721,60564,60337,59821,59961,59993,60050,59714
E07000224,Arun,Non-metropolitan District,161123,160758,159827,158657,157287,155798,154653,153013,151556,149811,149467,148891,148458,147725,146750,145985,145149,143458,142385,140998
E07000225,Chichester,Non-metropolitan District,121508,121129,120750,120192,119125,117784,116261,115800,114899,113995,113411,112474,111796,110603,109686,108773,108157,107512,106990,106494
E07000226,Crawley,Non-metropolitan District,112474,112409,112448,111664,111546,110887,109874,108953,108234,107053,105478,103843,102827,101610,100746,99703,98887,98712,99195,100440
E07000227,Horsham,Non-metropolitan District,145474,143791,142217,140142,138523,136258,134507,133173,132267,131540,130916,129790,129073,128294,127190,125949,124920,123798,122694,122272
E07000228,Mid Sussex,Non-metropolitan District,152142,151022,149716,148345,147540,145969,144664,142983,141260,140188,138897,137209,135734,133976,132061,130503,129461,128623,127713,127397
E07000229,Worthing,Non-metropolitan District,110727,110570,110025,109632,109246,108303,107287,106413,105774,104998,103769,102809,102369,101511,100632,100064,99452,98787,98236,97661
E12000009,SOUTH WEST,Region,5659143,5624696,5599735,5559316,5516973,5471610,5423278,5377702,5339739,5300831,5261270,5226821,5205044,5170537,5119840,5086121,5038284,5006653,4976129,4943364
E06000022,Bath and North East Somerset,Unitary Authority,196357,193282,192106,188678,186946,184287,181241,179460,177196,175538,174267,173360,173565,172635,171204,171274,170585,170361,169819,169158
E06000058,"Bournemouth, Christchurch and Poole",Unitary Authority,396989,395331,395784,395638,394009,390889,388358,385178,382788,379441,373760,366948,363158,359462,353901,351616,348506,348483,348717,346829
E06000023,"Bristol, City of",Unitary Authority,465866,463377,463405,459252,455966,450640,443791,438386,433043,428074,423044,418990,414822,411901,408428,405407,395743,391454,389735,390049
E06000052,Cornwall,Unitary Authority,573299,569578,565968,561349,555057,550283,545961,541734,538249,533760,529794,526365,524973,521957,517984,515098,511810,508579,504644,499937
E06000059,Dorset,Unitary Authority,379791,378508,376484,375051,373288,371636,369485,368555,366966,365897,364317,363567,364085,363069,359806,357679,355305,353367,350487,346596
E06000053,Isles of Scilly,Unitary Authority,2226,2224,2242,2259,2331,2335,2292,2265,2279,2224,2228,2251,2333,2293,2264,2210,2210,2155,2170,2140
E06000024,North Somerset,Unitary Authority,215574,215052,213919,212834,211747,209941,208185,206182,204454,203091,202967,201711,200853,199498,197028,194745,192776,191323,189718,188840
E06000026,Plymouth,Unitary Authority,262839,262100,263100,263070,262355,261386,260512,258592,257744,256589,254227,253116,252488,251237,249178,247516,244037,243390,242550,240954
E06000025,South Gloucestershire,Unitary Authority,287816,285093,282644,279027,276677,273952,270994,268951,266193,263417,261471,259730,257970,256640,255258,253178,251226,249176,247755,245985
E06000030,Swindon,Unitary Authority,222881,222193,221996,220363,218580,217584,215991,214028,211918,209709,206939,204371,201521,196942,192345,189684,186390,184368,182110,180129
E06000027,Torbay,Unitary Authority,136218,136264,135780,135247,134406,133791,133264,132201,131480,131193,131443,131641,132070,132172,131857,132178,131937,131238,130521,129965
E06000054,Wiltshire,Unitary Authority,504070,500024,498064,496043,492240,488487,484560,479911,476914,474319,470199,466711,464007,458840,453041,448670,445632,442633,438386,433508
E10000008,Devon,County,810716,802375,795286,787171,778831,772406,764702,757930,753102,747709,743908,740988,739921,736326,729592,725620,718827,714055,709940,705568
E07000040,East Devon,Non-metropolitan District,148080,146284,144317,142265,140271,138380,136518,135046,134430,133272,132666,132378,132594,132023,130641,129797,128444,127170,126562,125713
E07000041,Exeter,Non-metropolitan District,133333,131405,130428,128916,127522,125679,123018,121030,119040,117063,115712,114419,114167,114109,113128,112970,110697,111064,110636,111180
E07000042,Mid Devon,Non-metropolitan District,83290,82311,81695,80623,79880,79582,79272,78706,78382,77936,77391,76981,76406,75599,74138,73323,72607,71472,70651,69887
E07000043,North Devon,Non-metropolitan District,98170,97145,96110,95440,94643,94162,94027,93839,93845,93976,93293,93046,92775,92355,91744,91146,90433,89570,88477,87674
E07000044,South Hams,Non-metropolitan District,87946,87004,86221,85340,84834,84886,84435,84112,83703,83563,83516,83368,83516,83363,82985,82489,82085,81994,82058,81929
E07000045,Teignbridge,Non-metropolitan District,135039,134163,132844,131437,129917,128903,127432,126088,125047,124271,124359,124451,124396,124066,123508,123460,122964,122424,121810,121167
E07000046,Torridge,Non-metropolitan District,68719,68267,68143,67821,67022,66312,65657,65127,64769,63973,63686,63477,63501,63100,62615,61954,61479,60663,59774,59129
E07000047,West Devon,Non-metropolitan District,56139,55796,55528,55329,54742,54502,54343,53982,53886,53655,53285,52868,52566,51711,50833,50481,50118,49698,49972,48889
E10000013,Gloucestershire,County,640650,637070,633558,628139,623094,617527,611739,605959,602216,598289,594097,590480,587610,585415,580702,576908,572641,569281,566445,564999
E07000078,Cheltenham,Non-metropolitan District,116043,116306,117090,117128,117217,116592,116379,115788,116058,115645,114901,113967,112971,112511,111637,110948,109763,109282,109775,110024
E07000079,Cotswold,Non-metropolitan District,90264,89862,89022,87509,86121,85548,84920,84266,83624,83180,82614,82765,83016,83202,82597,82205,81795,81212,80475,80387
E07000080,Forest of Dean,Non-metropolitan District,87107,86791,86543,85957,85411,84576,83682,82953,82716,82200,81896,81994,82099,82004,81733,81482,81091,80729,80125,80057
E07000081,Gloucester,Non-metropolitan District,129709,129128,129285,129083,128355,127169,125686,124535,123405,121921,120660,119348,118394,117225,115296,113876,112583,111545,110593,109947
E07000082,Stroud,Non-metropolitan District,120903,119964,119019,118130,117472,116774,115274,114094,113407,113074,112491,111853,111375,111069,110509,110122,109477,108840,108229,108060
E07000083,Tewkesbury,Non-metropolitan District,96624,95019,92599,90332,88518,86868,85798,84323,83006,82269,81535,80553,79755,79404,78930,78275,77932,77673,77248,76524
E10000027,Somerset,County,563851,562225,559399,555195,551446,546466,542203,538370,535197,531581,528609,526592,525668,522150,517252,514338,510659,506790,503132,498707
E07000187,Mendip,Non-metropolitan District,116288,115587,114881,113513,113131,112056,111091,110326,110050,109406,109006,108604,108567,107755,106833,106339,105798,105158,104634,103964
E07000188,Sedgemoor,Non-metropolitan District,123446,123178,122791,122178,121345,120141,118959,117441,116067,114919,113786,112934,112885,112102,110712,109698,108765,107785,107051,106030
E07000246,Somerset West and Taunton,Non-metropolitan District,155421,155115,153866,152288,150444,148759,147319,146597,146042,145143,144946,144376,144045,143337,142287,141816,141129,140384,139282,137654
E07000189,South Somerset,Non-metropolitan District,168696,168345,167861,167216,166526,165510,164834,164006,163038,162113,160871,160678,160171,158956,157420,156485,154967,153463,152165,151059
W92000004,WALES,Country,3169586,3152879,3138631,3125165,3113150,3099086,3092036,3082412,3074067,3063758,3049971,3038872,3025867,3006299,2985668,2969309,2957422,2937721,2922876,2910232
W06000001,Isle of Anglesey,Unitary Authority,70440,70043,69961,69794,69665,69936,70141,70073,70037,69913,69833,69884,69916,69700,69388,69095,68753,68140,67879,67806
W06000002,Gwynedd,Unitary Authority,125171,124560,124178,123742,123323,122635,121897,121653,122007,121523,121155,120344,119746,119398,119070,118641,118721,118022,117344,116844
W06000003,Conwy,Unitary Authority,118184,117203,117181,116863,116820,116450,116420,115912,115553,115326,114682,114623,114371,113778,113004,112374,112272,111248,110624,109674
W06000004,Denbighshire,Unitary Authority,96664,95696,95330,95159,94984,94836,94837,94518,94053,93919,94152,94444,94739,94530,93983,93978,94010,93872,93478,93070
W06000005,Flintshire,Unitary Authority,156847,156100,155593,155155,154626,154085,153819,153223,152776,152666,152080,151985,151501,150816,150125,149890,149681,149176,148947,148629
W06000006,Wrexham,Unitary Authority,136055,135957,136126,135571,135408,135418,135953,135801,135498,135070,134009,133295,132371,131263,130311,129249,129005,128914,128595,128540
W06000023,Powys,Unitary Authority,133030,132435,132447,132515,132337,132730,132777,132786,133015,133071,132878,133090,132865,131982,131037,130210,129568,128295,127145,126398
W06000008,Ceredigion,Unitary Authority,72895,72695,72992,73076,73665,74211,75133,75789,75932,75293,75217,74642,74971,75326,75342,75485,75775,75581,75500,75417
W06000009,Pembrokeshire,Unitary Authority,126751,125818,125055,124711,124237,123671,123826,123375,123135,122613,121974,121563,121134,119640,118278,117204,116428,115147,114146,113058
W06000010,Carmarthenshire,Unitary Authority,190073,188771,187568,186452,185754,185247,184968,184669,184332,183961,183004,182846,182517,181314,179504,178229,177487,176133,174628,173652
W06000011,Swansea,Unitary Authority,246563,246993,246466,245480,244462,242316,240966,240108,239460,238691,237311,235601,234139,232460,230793,229347,228176,226350,224755,223463
W06000012,Neath Port Talbot,Unitary Authority,144386,143315,142906,142090,141678,140946,140453,139867,140081,139880,139638,139537,139481,138957,138323,137670,137144,136233,134931,134380
W06000013,Bridgend,Unitary Authority,147539,147049,144876,144288,143408,142259,141287,140536,139769,139410,138471,137783,137175,135949,134164,132893,131947,131032,129741,128735
W06000014,Vale of Glamorgan,Unitary Authority,135295,133587,132165,130690,128891,127980,128009,127436,126998,126679,126435,126162,125713,124732,123642,122877,122101,120980,120279,119277
W06000015,Cardiff,Unitary Authority,369202,366903,364248,362756,361168,357496,354829,352146,348724,345442,341402,337656,332790,328196,323766,321001,317099,313246,312021,310088
W06000016,Rhondda Cynon Taf,Unitary Authority,241873,241264,240131,239127,238179,237378,236871,236166,235612,234373,234459,234743,234724,234471,234493,234070,233971,232361,231795,231910
W06000024,Merthyr Tydfil,Unitary Authority,60424,60326,60183,59953,59714,59247,59056,59008,58907,58851,58493,58156,57688,57173,56627,56259,56020,55955,55996,56207
W06000018,Caerphilly,Unitary Authority,181731,181075,181019,180795,180453,180168,179933,179230,179014,178782,178101,177159,176259,174987,173741,172777,172361,171363,170776,169546
W06000019,Blaenau Gwent,Unitary Authority,70020,69862,69713,69609,69630,69547,69653,69764,69806,69812,69798,69850,69820,69685,69610,69188,69242,69228,69452,70000
W06000020,Torfaen,Unitary Authority,94832,93961,93049,92264,91994,91767,91549,91362,91346,91190,91060,91199,91094,90974,90820,90644,90516,90719,90700,90912
W06000021,Monmouthshire,Unitary Authority,95164,94590,94142,93590,93276,92805,92540,92249,91737,91508,91016,90557,90109,89592,89090,88611,87829,86605,85417,84984
W06000022,Newport,Unitary Authority,156447,154676,153302,151485,149478,147958,147119,146741,146275,145785,144803,143753,142744,141376,140557,139617,139316,139121,138727,137642
S92000003,SCOTLAND,Country,5466000,5463300,5438100,5424800,5404700,5373000,5347600,5327700,5313600,5299900,5262200,5231900,5202900,5170000,5133100,5110200,5084300,5068500,5066000,5064200
S12000033,Aberdeen City,Council Area,229060,228670,227560,228800,229840,230350,228920,227070,224910,222460,219730,217020,214020,212460,209620,208690,207820,209280,210680,211910
S12000034,Aberdeenshire,Council Area,260780,261210,261470,261800,262190,261960,260530,257770,255560,253650,251430,249020,246840,244390,241180,237570,234690,231250,228830,226940
S12000041,Angus,Council Area,115820,116200,116040,116280,116520,116900,116740,116290,116220,116200,115410,114830,114490,113540,112500,111340,110170,108710,108810,108370
S12000035,Argyll and Bute,Council Area,85430,85870,86260,86810,87130,86890,87650,88050,86910,88930,88620,89450,89910,90790,90870,90350,90580,90930,91020,91300
S12000036,City of Edinburgh,Council Area,527620,524930,518500,513210,507170,498810,492610,487460,482630,477940,469940,463240,458520,456040,452060,449480,445870,445290,447490,449020
S12000005,Clackmannanshire,Council Area,51290,51540,51400,51450,51350,51360,51190,51280,51280,51500,51330,51290,51190,50600,49540,49160,48670,48140,48140,48070
S12000006,Dumfries and Galloway,Council Area,148290,148860,148790,149200,149520,149670,149960,150280,150840,151410,151100,151160,151010,150370,149780,149620,148690,147860,147670,147780
S12000042,Dundee City,Council Area,148820,149320,148750,148710,148270,148210,148130,148100,147780,147200,146060,145170,144290,143700,143370,143600,143100,144070,144370,145460
S12000008,East Ayrshire,Council Area,121600,122010,121840,121940,122200,122060,122130,122430,122730,122690,122410,122110,121590,120950,120450,120280,120210,119860,119920,120310
S12000045,East Dunbartonshire,Council Area,108750,108640,108330,108130,107540,106960,106710,105840,105880,105000,104920,104960,104940,105050,105590,106040,106540,107000,107350,108250
S12000010,East Lothian,Council Area,107900,107090,105790,104840,104090,103050,102090,101390,100860,99920,99140,98340,97470,95560,93850,92730,92170,91640,91050,90180
S12000011,East Renfrewshire,Council Area,96060,95530,95170,94760,93810,92940,92410,91530,91040,90810,90410,89980,89870,89840,89750,89880,89790,89870,89930,89410
S12000014,Falkirk,Council Area,160560,160890,160340,160130,159380,158460,157690,157160,156800,156250,155140,154210,153290,152320,151090,150130,148300,146800,145930,145270
S12000047,Fife,Council Area,374130,373550,371910,371410,370330,368080,367250,366900,366210,365300,362610,361410,360050,358750,357260,355450,353050,351350,350740,349770
S12000049,Glasgow City,Council Area,635640,633120,626410,621020,615070,606340,599640,596520,595070,593060,586500,581620,576200,571760,568480,569240,569560,572260,576450,578710
S12000017,Highland,Council Area,235430,235830,235540,235180,234770,234110,233080,232930,232890,232730,230730,228750,226980,224000,220780,218060,214560,211640,209760,208920
S12000018,Inverclyde,Council Area,77060,77800,78150,78760,79160,79500,79890,80340,80690,81220,81510,81670,82000,82110,82320,82680,82690,83300,83730,84150
S12000019,Midlothian,Council Area,93150,92460,91340,90090,88610,87390,86220,84710,84240,83450,82360,81900,81540,80370,80000,80050,80230,80280,80870,80950
S12000020,Moray,Council Area,95710,95820,95520,95780,96070,95510,94770,94360,92930,93470,93690,93170,92830,91440,90780,90100,89380,88830,87690,87000
S12000013,Na h-Eileanan Siar,Council Area,26500,26720,26830,26950,26900,27070,27250,27400,27560,27690,27600,27420,27280,27210,27060,26930,26650,26430,26350,26450
S12000021,North Ayrshire,Council Area,134250,134740,135280,135790,135890,136130,136480,136940,137570,138090,137790,137830,137910,137420,136790,136690,136500,136310,135890,135820
S12000050,North Lanarkshire,Council Area,341140,341370,340180,339960,339390,338260,338000,337780,337890,337720,336280,335160,333290,331170,328740,327140,325400,323700,322520,321180
S12000023,Orkney Islands,Council Area,22400,22270,22190,22000,21850,21670,21580,21560,21530,21420,21220,20940,20740,20580,20340,20070,19830,19540,19340,19220
S12000048,Perth and Kinross,Council Area,151910,151950,151290,151100,150680,149930,148930,147770,147740,146850,145600,144370,143130,141140,139390,138060,136900,135960,135130,134950
S12000038,Renfrewshire,Council Area,179390,179100,177790,176830,175930,174560,174230,173890,174300,174700,173700,173020,172640,171860,171270,171430,171470,171560,172300,172850
S12000026,Scottish Borders,Council Area,115240,115510,115270,115020,114530,114030,114040,113880,113720,113880,113690,113590,113360,112200,110860,110250,109460,108400,107530,106950
S12000027,Shetland Islands,Council Area,22870,22920,22990,23080,23200,23200,23220,23200,23210,23240,23060,22790,22480,22350,22210,22250,22090,21960,22000,21960
S12000028,South Ayrshire,Council Area,112140,112610,112550,112680,112470,112400,112530,112870,112920,112980,112600,112490,112610,112380,112100,112030,111840,111550,111690,112160
S12000029,South Lanarkshire,Council Area,320820,320530,319020,318170,317100,316230,315300,314810,314330,313900,313180,312180,311320,310380,308450,306850,305670,303480,302780,302340
S12000030,Stirling,Council Area,94080,94210,94330,94000,93750,92830,91520,91230,91010,90330,89550,88690,88540,88430,88090,87510,86910,87090,86630,86200
S12000039,West Dunbartonshire,Council Area,88340,88930,89130,89610,89860,89590,89710,89800,90340,90610,90800,91080,91190,91370,91420,91530,91970,92470,93040,93320
S12000040,West Lothian,Council Area,183820,183100,182140,181310,180130,178550,177200,176160,176010,175300,174090,173040,171380,169470,167110,165010,163540,161690,160370,159030
N92000002,NORTHERN IRELAND,Country,1895510,1893667,1881641,1870834,1862137,1851621,1840498,1829725,1823634,1814318,1804833,1793333,1779152,1761683,1743113,1727733,1714042,1704924,1697534,1688838
N09000001,Antrim and Newtownabbey,Local Government District,143756,143504,142492,141697,141032,140467,139966,139536,139157,138651,138044,137422,136122,134756,133216,132350,131067,130356,129502,128760
N09000011,Ards and North Down,Local Government District,162056,161725,160864,160098,159593,158797,157931,157640,157637,156943,156518,156058,155014,154406,153488,152233,150912,150424,150198,149559
N09000002,"Armagh City, Banbridge and Craigavon",Local Government District,217232,216205,214090,211898,210260,207797,205711,203757,202398,200298,198202,196203,193603,190505,187196,183933,180828,178954,177357,176014
N09000003,Belfast,Local Government District,342560,343542,341877,340220,339579,338907,336830,335133,333962,333895,333489,331763,330052,327383,325985,325483,326268,327176,328471,328695
N09000004,Causeway Coast and Glens,Local Government District,144943,144838,144246,143920,143525,143148,142303,141699,141434,140907,140107,139616,139004,138375,137438,136340,135209,134152,132827,131374
N09000005,Derry City and Strabane,Local Government District,151109,151284,150679,150497,150142,149473,149198,148632,148619,148191,148148,148053,147496,146742,145855,145447,145041,144629,144280,143810
N09000006,Fermanagh and Omagh,Local Government District,117337,117397,116835,116289,115799,115311,114992,114365,114230,113501,112919,111998,111494,110345,109344,108586,107923,107332,106663,105751
N09000007,Lisburn and Castlereagh,Local Government District,146452,146002,144381,142640,141181,140205,138627,136808,136311,135280,133909,132386,130584,129179,128185,127043,125764,125001,124757,124585
N09000008,Mid and East Antrim,Local Government District,139443,139274,138773,138152,137821,137145,136642,135997,135838,135365,135157,134774,134169,133270,132021,130980,129925,129181,128281,127452
N09000009,Mid Ulster,Local Government District,148953,148528,147392,146427,145389,144002,142895,141329,140357,139011,137221,135408,133595,131088,127662,124885,122645,121324,120214,119112
N09000010,"Newry, Mourne and Down",Local Government District,181669,181368,180012,178996,177816,176369,175403,174829,173691,172276,171119,169652,168019,165634,162723,160453,158460,156395,154984,153726